mapX,mapY,pixelX,pixelY,enable,dX,dY,residual
1986750.66960188467055559,783380.30753683298826218,1316.61906129943190535,-1418.31352400083937937,1,2.17348307366250992,7.51987635062164372,7.82767966897829304
1986915.81816482567228377,782134.99697330815251917,1210.63558407835944308,-1786.2280352777220287,1,-3.05586416450796605,-1.42563370320272043,3.37205237913521616
1985863.02966481796465814,783809.64135238411836326,1153.733885700955625,-1180.9399245867823538,1,-6.0572637879370177,-1.48918610097166493,6.23763736040981343
1986829.97155826282687485,783897.89890906831715256,1403.92210545998227644,-1300.6215238305562707,1,1.67027538118259145,-7.03052561237768714,7.22620994957130414
1987299.16969504812732339,784898.84959248930681497,1657.98919645112164289,-1069.43994533709337702,1,-1.72117240617353673,0.8052740487257779,1.90023702345902312
1985978.84931361069902778,784694.90252774418331683,1290.43493420150502971,-954.1014892152873017,1,3.25607282388682506,1.24891594863038335,3.48737742167343479
1985631.32145662978291512,782333.25350803416222334,886.19033353440590872,-1553.65025178567543662,1,2.24006946736710688,0.1391623502083803,2.24438797411362767
1987393.15512488689273596,782449.69804944295901805,1387.76243917201736622,-1732.55059367667900005,1,1.49439961251687237,0.23211671836179448,1.51231887273604659
